time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-23T01:57:11.930Z,36.4496667,-118.0016667,8.33,1.11,ml,5,155,0.06404,0.04,ci,ci37447565,2020-06-23T02:48:54.406Z,"16km SSE of Lone Pine, CA",earthquake,0.33,0.7,0.33,2,reviewed,ci,ci
2020-06-23T01:53:52.340Z,36.4415,-117.9848333,5.5,1.31,ml,14,144,0.07689,0.25,ci,ci39491120,2020-06-23T01:57:37.742Z,"18km SSE of Lone Pine, CA",earthquake,0.81,1.78,0.313,10,automatic,ci,ci
2020-06-23T01:48:46.506Z,38.126,-118.0721,3.3,1.9,ml,23,115.84,0.038,0.214,nn,nn00752047,2020-06-23T04:02:23.476Z,"29 km S of Mina, Nevada",earthquake,,1.3,0.54,11,reviewed,nn,nn
2020-06-23T01:46:08.510Z,36.4448333,-117.9788333,6.37,2.81,ml,25,75,0.08185,0.15,ci,ci39491112,2020-06-23T01:56:38.050Z,"18km SSE of Lone Pine, CA",earthquake,0.3,0.95,0.145,25,automatic,ci,ci
2020-06-23T01:40:30.650Z,19.1105,-67.8666,26,3.56,md,22,324,0.788,0.49,pr,pr2020175001,2020-06-23T09:43:07.845Z,"81 km NE of Punta Cana, Dominican Republic",earthquake,2.59,30.46,0.13,13,reviewed,pr,pr
2020-06-23T01:39:49.410Z,36.4475,-117.997,0.26,2.71,ml,25,79,0.06749,0.16,ci,ci39491104,2020-06-23T01:48:45.040Z,"17km SSE of Lone Pine, CA",earthquake,0.3,0.82,0.152,24,automatic,ci,ci
2020-06-23T01:31:07.740Z,38.1582,-117.9387,12.5,1.8,ml,17,65.3,0.025,0.11,nn,nn00752035,2020-06-23T01:39:06.988Z,"29 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-23T01:28:29.340Z,36.4648333,-117.9916667,6.47,2.03,ml,17,169,0.07557,0.19,ci,ci39491088,2020-06-23T01:32:07.574Z,"15km SSE of Lone Pine, CA",earthquake,0.44,1.02,0.151,26,automatic,ci,ci
2020-06-23T01:28:13.030Z,35.8865,-117.677,6.39,0.17,ml,6,89,0.06497,0.06,ci,ci39491080,2020-06-23T01:31:46.787Z,"21km ESE of Little Lake, CA",earthquake,0.34,1.37,0.142,3,automatic,ci,ci
2020-06-23T01:26:08.790Z,38.2062,-117.974,8.4,2.1,ml,10,163.15,0.085,0.05,nn,nn00752030,2020-06-23T01:29:29.951Z,"23 km SSE of Mina, Nevada",earthquake,,9.2,,,automatic,nn,nn
2020-06-23T01:25:20.105Z,38.1761,-117.8773,6.7,2.8,ml,28,48.76,0.015,0.1425,nn,nn00752026,2020-06-23T04:48:30.040Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.37,14,reviewed,nn,nn
2020-06-23T01:21:27.230Z,36.2085,-96.9745,6.72,1.1,ml,17,184,0.08998234239,0.18,ok,ok2020mgaf,2020-06-23T13:14:01.362Z,"4 km WSW of Glencoe, Oklahoma",earthquake,,0.9,0.27,8,reviewed,ok,ok
2020-06-23T01:20:58.760Z,36.451,-117.9933333,6.09,1.8,ml,25,80,0.07088,0.21,ci,ci39491072,2020-06-23T01:50:36.093Z,"17km SSE of Lone Pine, CA",earthquake,0.28,0.72,0.172,25,reviewed,ci,ci
2020-06-23T01:20:08.076Z,-36.6892,-72.4589,50,4.4,mwr,,71,0.59,0.64,us,us6000agwg,2020-06-23T12:32:40.392Z,"15 km WNW of Bulnes, Chile",earthquake,4.6,1.9,0.047,44,reviewed,us,us
2020-06-23T01:18:41.310Z,38.141,-118.0075,1.9,1.3,ml,13,144.34,0.036,0.1,nn,nn00752022,2020-06-23T01:23:39.083Z,"29 km SSE of Mina, Nevada",earthquake,,11.9,,,automatic,nn,nn
2020-06-23T01:17:44.460Z,17.9876,-66.8356,15,1.95,md,23,161,0.0454,0.13,pr,pr2020175000,2020-06-23T01:59:39.118Z,"1 km WSW of Indios, Puerto Rico",earthquake,0.49,0.34,0.15,6,reviewed,pr,pr
2020-06-23T01:17:18.408Z,16.2486,-95.5843,35,4.9,mb,,58,3.311,0.49,us,us6000agwf,2020-06-23T04:09:38.539Z,"2 km SSE of San Miguel Tenango, Mexico",earthquake,4.9,1.9,0.025,510,reviewed,us,us
2020-06-23T01:17:04.380Z,38.1648,-117.8542,6.3,1.5,ml,13,83.44,0.029,0.03,nn,nn00752019,2020-06-23T01:23:31.924Z,"33 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-23T01:16:25.750Z,36.4563333,-117.9846667,6.48,1.8,ml,28,80,0.07873,0.21,ci,ci39491064,2020-06-23T01:46:45.070Z,"16km SSE of Lone Pine, CA",earthquake,0.29,0.79,0.098,25,reviewed,ci,ci
2020-06-23T01:15:11.710Z,36.4373333,-117.9765,2.06,1.97,ml,14,139,0.08363,0.21,ci,ci39491056,2020-06-23T01:19:03.497Z,"18km N of Olancha, CA",earthquake,0.93,1.6,0.146,25,automatic,ci,ci
2020-06-23T01:13:40.910Z,38.1433,-118.024,4.8,1.4,ml,14,107.89,0.035,0.02,nn,nn00752012,2020-06-23T01:17:21.044Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T01:06:17.500Z,36.4518333,-117.9741667,6.54,2.21,ml,31,70,0.08629,0.22,ci,ci39491048,2020-06-23T03:49:17.739Z,"17km SSE of Lone Pine, CA",earthquake,0.27,0.83,0.128,42,reviewed,ci,ci
2020-06-23T01:06:02.570Z,36.446,-117.9868333,6.28,1.73,ml,25,73,0.0755,0.16,ci,ci37447589,2020-06-23T03:43:35.722Z,"17km SSE of Lone Pine, CA",earthquake,0.21,0.61,0.141,17,reviewed,ci,ci
2020-06-23T01:05:52.520Z,36.459,-117.9883333,6.93,1.35,ml,21,82,0.07646,0.19,ci,ci37447605,2020-06-23T03:54:20.098Z,"16km SSE of Lone Pine, CA",earthquake,0.3,1.01,0.194,15,reviewed,ci,ci
2020-06-23T00:58:53.030Z,36.4576667,-117.9758333,6.45,1.83,ml,21,76,0.08597,0.17,ci,ci37447573,2020-06-23T03:25:14.608Z,"17km SSE of Lone Pine, CA",earthquake,0.22,0.68,0.199,25,reviewed,ci,ci
2020-06-23T00:58:43.290Z,36.4543333,-117.9838333,6.62,1.84,ml,25,79,0.079,0.18,ci,ci37447581,2020-06-23T03:08:34.521Z,"17km SSE of Lone Pine, CA",earthquake,0.26,0.67,0.148,22,reviewed,ci,ci
2020-06-23T00:58:34.080Z,36.459,-117.9783333,6.68,1.67,ml,16,160,0.08429,0.22,ci,ci39491040,2020-06-23T02:55:34.454Z,"16km SSE of Lone Pine, CA",earthquake,0.46,1.14,0.186,13,reviewed,ci,ci
2020-06-23T00:57:34.262Z,62.1383,-147.9438,32.7,1.3,ml,,,,0.75,ak,ak02081fe0u7,2020-06-23T01:03:39.457Z,"39 km NNW of Glacier View, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-23T00:54:48.640Z,36.4536667,-117.973,5.49,1.75,ml,17,153,0.08749,0.23,ci,ci39491032,2020-06-23T00:58:43.379Z,"17km SSE of Lone Pine, CA",earthquake,0.63,1.6,0.161,23,automatic,ci,ci
2020-06-23T00:54:27.710Z,36.4678333,-117.9728333,7.76,1.63,ml,25,79,0.09092,0.19,ci,ci39491024,2020-06-23T01:56:58.121Z,"16km SSE of Lone Pine, CA",earthquake,0.3,0.61,0.214,13,reviewed,ci,ci
2020-06-23T00:53:36.320Z,36.4528333,-117.9828333,6.37,1.89,ml,12,155,0.07953,0.17,ci,ci39491016,2020-06-23T00:57:33.376Z,"17km SSE of Lone Pine, CA",earthquake,0.41,1.23,0.099,25,automatic,ci,ci
2020-06-23T00:44:42.610Z,36.4413333,-117.9841667,3.36,2.87,ml,20,81,0.07742,0.19,ci,ci39491000,2020-06-23T01:38:39.040Z,"18km N of Olancha, CA",earthquake,0.43,1.25,0.119,25,automatic,ci,ci
2020-06-23T00:44:29.220Z,36.4436667,-117.9868333,5.06,2.23,ml,26,80,0.07535,0.17,ci,ci39490992,2020-06-23T01:39:08.027Z,"18km SSE of Lone Pine, CA",earthquake,0.24,0.78,0.182,12,reviewed,ci,ci
2020-06-23T00:37:03.640Z,38.144,-118.0193,5.3,0.8,ml,12,141.87,0.035,0.2,nn,nn00751996,2020-06-23T00:41:46.850Z,"28 km SSE of Mina, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-06-23T00:36:59.530Z,36.446,-117.982,6.1,2.25,ml,22,135,0.07939,0.17,ci,ci39490984,2020-06-23T00:40:47.811Z,"18km SSE of Lone Pine, CA",earthquake,0.43,1.08,0.163,25,automatic,ci,ci
2020-06-23T00:36:21.391Z,62.207,-154.1729,0,2.9,ml,,,,1.05,ak,ak02081f9hua,2020-06-23T01:09:31.040Z,"90 km S of Nikolai, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-23T00:33:57.610Z,36.4488333,-117.9808333,6.61,2.9,ml,26,78,0.08059,0.18,ci,ci39490976,2020-06-23T01:07:16.846Z,"17km SSE of Lone Pine, CA",earthquake,0.34,0.99,0.1,25,automatic,ci,ci
2020-06-23T00:30:52.730Z,36.4503333,-117.9776667,3.77,3.82,mw,53,69,0.0833,0.18,ci,ci39490968,2020-06-23T03:02:20.313Z,"17km SSE of Lone Pine, CA",earthquake,0.15,0.49,,4,reviewed,ci,ci
2020-06-23T00:30:16.820Z,36.4506667,-117.9825,6.7,2.35,ml,16,139,0.07948,0.16,ci,ci39490960,2020-06-23T08:32:57.064Z,"17km SSE of Lone Pine, CA",earthquake,0.31,0.94,0.118,20,automatic,ci,ci
2020-06-23T00:29:28.810Z,36.4591667,-117.9856667,8.34,2.12,ml,14,81,0.07858,0.17,ci,ci37447549,2020-06-23T02:05:45.160Z,"16km SSE of Lone Pine, CA",earthquake,0.41,0.79,0.149,2,reviewed,ci,ci
2020-06-23T00:26:46.470Z,36.4545,-117.99,7.4,3.26,ml,11,80,0.07415,0.11,ci,ci37447541,2020-06-23T04:07:04.040Z,"16km SSE of Lone Pine, CA",earthquake,0.21,0.58,0.061,2,reviewed,ci,ci
2020-06-23T00:25:46.390Z,36.4466667,-117.984,2.26,4.62,mw,51,74,0.07783,0.22,ci,ci39490952,2020-06-23T12:29:22.607Z,"17km SSE of Lone Pine, CA",earthquake,0.19,0.83,,6,reviewed,ci,ci
2020-06-23T00:25:30.335Z,37.2668,-97.2094,5,2.5,mb_lg,,108,0.453,0.94,us,us6000agvj,2020-06-23T01:45:18.040Z,"3 km WSW of Oxford, Kansas",earthquake,1.2,1.9,0.068,57,reviewed,us,us
2020-06-23T00:20:57.480Z,19.2215003967285,-155.396667480469,30.9699993133545,1.96000004,md,38,164,,0.109999999,hv,hv72011906,2020-06-23T00:24:13.960Z,"8 km ENE of P?hala, Hawaii",earthquake,0.7,0.879999995,1.96000004,4,automatic,hv,hv
2020-06-23T00:16:34.100Z,35.9071667,-117.7473333,4.34,0.98,ml,16,50,0.07096,0.24,ci,ci39490944,2020-06-23T00:20:07.174Z,"15km ESE of Little Lake, CA",earthquake,0.37,0.94,0.174,14,automatic,ci,ci
2020-06-23T00:08:37.660Z,38.8358345,-122.8098297,1.72,0.56,md,15,56,0.01242,0.04,nc,nc73414146,2020-06-23T00:48:03.308Z,"8km WNW of Cobb, CA",earthquake,0.28,0.75,,1,automatic,nc,nc
2020-06-23T00:07:36.530Z,38.2097,-117.8618,8.4,1.4,ml,11,135.81,0.057,0.17,nn,nn00751970,2020-06-23T00:12:20.773Z,"29 km SE of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-06-23T00:06:21.310Z,38.836834,-122.8048325,2.68,1.07,md,29,50,0.01142,0.02,nc,nc73414141,2020-06-23T00:37:03.244Z,"7km WNW of Cobb, CA",earthquake,0.2,0.44,0.11,6,automatic,nc,nc
2020-06-23T00:03:46.830Z,19.3331666666667,-155.128333333333,6.27,2.95,ml,53,123,,0.09,hv,hv72011896,2020-06-23T02:06:25.680Z,"14 km S of Fern Forest, Hawaii",earthquake,0.31,0.46,0.140462664665722,39,reviewed,hv,hv
2020-06-23T00:00:21.660Z,38.141,-118.0108,1.9,0.9,ml,13,140.54,0.034,0.07,nn,nn00751968,2020-06-23T00:08:39.907Z,"28 km SSE of Mina, Nevada",earthquake,,10.1,,,automatic,nn,nn
2020-06-23T00:00:09.450Z,37.3844986,-122.2649994,9.88,1.7,md,15,75,0.02842,0.04,nc,nc73414136,2020-06-23T00:27:06.178Z,"3km W of Portola Valley, CA",earthquake,0.31,0.55,0.07,13,automatic,nc,nc
2020-06-22T23:50:54.110Z,35.4053333,-118.4715,3.06,1.23,ml,20,76,0.2486,0.19,ci,ci39490912,2020-06-22T23:54:40.017Z,"20km S of Bodfish, CA",earthquake,0.36,2.2,0.123,18,automatic,ci,ci
2020-06-22T23:45:45.611Z,44.3063,-115.1778,10,2.8,ml,,65,0.268,0.78,us,us6000agv5,2020-06-22T23:56:53.040Z,"21 km WNW of Stanley, Idaho",earthquake,1.5,2,0.039,88,reviewed,us,us
2020-06-22T23:43:13.100Z,38.1488,-118.0003,6.5,1.2,ml,12,107.1,0.038,0.14,nn,nn00751966,2020-06-22T23:55:44.556Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-22T23:42:40.210Z,35.8523333,-117.684,3.65,0.99,ml,13,82,0.07892,0.16,ci,ci39490904,2020-06-22T23:46:28.738Z,"22km ESE of Little Lake, CA",earthquake,0.37,1.1,0.061,13,automatic,ci,ci
2020-06-22T23:32:20.910Z,38.8395004,-122.8258362,1.55,0.78,md,20,70,0.007592,0.03,nc,nc73414131,2020-06-22T23:49:02.925Z,"9km WNW of Cobb, CA",earthquake,0.24,0.41,0.07,4,automatic,nc,nc
2020-06-22T23:29:37.090Z,38.1135,-118.058,0.7,0.9,ml,12,162.41,0.043,0.2,nn,nn00751963,2020-06-22T23:44:03.639Z,"31 km S of Mina, Nevada",earthquake,,18.1,,,automatic,nn,nn
2020-06-22T23:24:08.680Z,38.8400002,-122.8248367,1.75,1.51,md,26,68,0.008436,0.03,nc,nc73414121,2020-06-22T23:36:01.835Z,"9km WNW of Cobb, CA",earthquake,0.19,0.35,0.1,5,automatic,nc,nc
2020-06-22T23:23:34.550Z,38.8383331,-122.8241653,1.22,1.4,md,8,104,0.008846,0.02,nc,nc73414116,2020-06-22T23:32:03.813Z,"9km WNW of Cobb, CA",earthquake,0.44,0.73,0.99,2,automatic,nc,nc
2020-06-22T23:17:41.600Z,38.1517,-118.037,0,1.5,ml,18,138.41,0.021,0.21,nn,nn00751961,2020-06-22T23:23:25.593Z,"27 km SSE of Mina, Nevada",earthquake,,6.5,,,automatic,nn,nn
2020-06-22T23:11:51.770Z,35.3971667,-117.7251667,7.21,1.38,ml,28,68,0.08939,0.22,ci,ci39490888,2020-06-22T23:22:31.790Z,"9km WNW of Johannesburg, CA",earthquake,0.34,1.33,0.135,24,automatic,ci,ci
2020-06-22T23:11:13.890Z,38.2163,-117.7918,5.9,1.7,ml,18,84.91,0.048,0.13,nn,nn00751957,2020-06-22T23:18:47.356Z,"33 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-22T23:11:00.980Z,40.6388333,-121.9258333,12.87,1.11,md,7,139,0.1765,0.19,nc,nc73414111,2020-06-23T00:16:04.100Z,"17km N of Shingletown, CA",earthquake,1.01,2.57,0.127,7,reviewed,nc,nc
2020-06-22T23:09:18.150Z,17.925,-66.7631,6,2.6,md,15,221,0.1264,0.16,pr,pr2020174015,2020-06-22T23:32:08.953Z,"9 km SSW of Tallaboa, Puerto Rico",earthquake,0.75,0.37,0.23,9,reviewed,pr,pr
2020-06-22T23:09:17.140Z,38.1908,-117.746,13.3,1.8,ml,25,49.92,0.026,0.08,nn,nn00751955,2020-06-22T23:12:48.644Z,"38 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-22T23:06:09.580Z,36.0091667,-120.5648346,3.07,1.02,md,10,112,0.02289,0.04,nc,nc73414106,2020-06-22T23:13:03.692Z,"17km NW of Parkfield, CA",earthquake,0.41,0.73,0.27,3,automatic,nc,nc
2020-06-22T23:04:22.580Z,38.165,-117.955,7.1,1.3,ml,16,102.31,0.02,0.2,nn,nn00751952,2020-06-22T23:10:25.175Z,"28 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-22T23:02:27.380Z,63.0893,-150.9024,116.3,1.1,ml,,,,0.31,ak,ak0208057udr,2020-06-22T23:06:52.848Z,"65 km SE of Denali National Park, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-06-22T22:59:03.430Z,40.6293333,-121.942,16.53,1.35,md,8,112,,0.1,nc,nc73414101,2020-06-23T00:05:03.033Z,"16km NNW of Shingletown, CA",earthquake,0.51,1.91,0.147,7,reviewed,nc,nc
2020-06-22T22:58:24.230Z,38.1635,-117.8055,13.4,1.5,ml,12,102.08,0.052,0.06,nn,nn00751949,2020-06-22T23:05:57.086Z,"36 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-22T22:57:27.840Z,38.171,-117.886,5.6,1.6,ml,22,69.66,0.018,0.13,nn,nn00751946,2020-06-22T23:05:47.924Z,"31 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-22T22:55:38.080Z,18.9155,-67.668,5,3.34,md,24,218,0.5636,0.5,pr,pr2020174016,2020-06-23T06:58:16.485Z,"76 km NW of San Antonio, Puerto Rico",earthquake,1.71,31.61,0.06,12,reviewed,pr,pr
2020-06-22T22:54:49.270Z,35.9003333,-117.427,1.92,1.2,ml,19,97,0.117,0.15,ci,ci39490856,2020-06-22T22:58:23.519Z,"15km N of Searles Valley, CA",earthquake,0.27,0.42,0.113,15,automatic,ci,ci
2020-06-22T22:49:18.240Z,40.6438333,-121.9046667,10.25,1.2,md,6,170,,0.06,nc,nc73414096,2020-06-22T23:53:04.953Z,"17km N of Shingletown, CA",earthquake,0.55,1.95,0.285,7,reviewed,nc,nc
2020-06-22T22:35:45.840Z,19.1976661682129,-155.393325805664,31.1299991607666,2.74,ml,57,161,,0.119999997,hv,hv72011816,2020-06-22T22:50:06.040Z,"8 km E of P?hala, Hawaii",earthquake,0.52,0.639999986,2.65,33,automatic,hv,hv
2020-06-22T22:32:55.584Z,-7.3582,128.6747,164.23,4.3,mb,,54,2.673,0.83,us,us6000agu2,2020-06-22T22:57:55.040Z,"225 km NE of Lospalos, Timor Leste",earthquake,8.7,6.7,0.102,27,reviewed,us,us
2020-06-22T22:21:29.050Z,38.1625,-117.898,10.3,0.8,ml,10,117.6,0.017,0.04,nn,nn00751941,2020-06-22T22:24:43.398Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-22T22:18:49.062Z,59.3503,-152.8008,67,1.4,ml,,,,0.81,ak,ak020804pvvm,2020-06-22T22:28:42.174Z,"50 km W of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-22T22:12:14.360Z,44.2925,-115.2043333,8.34,2.3,ml,17,68,0.246,0.25,mb,mb80441414,2020-06-22T22:34:19.510Z,"22 km WNW of Stanley, Idaho",earthquake,0.5,1.2,0.22,11,reviewed,mb,mb
2020-06-22T22:10:44.444Z,63.1036,-144.298,5.2,2,ml,,,,0.7,ak,ak020804o5t7,2020-06-22T22:14:27.158Z,"33 km NW of Mentasta Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-22T21:57:51.770Z,36.1381667,-117.9268333,2.06,1.41,ml,14,69,0.06178,0.14,ci,ci39490792,2020-06-22T22:01:37.290Z,"10km N of Coso Junction, CA",earthquake,0.27,0.43,0.201,19,automatic,ci,ci
2020-06-22T21:56:16.706Z,64.7052,-150.8502,32.2,3.8,ml,,,,0.91,ak,ak020804cj04,2020-06-22T23:17:28.860Z,"34 km SSW of Manley Hot Springs, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-22T21:54:24.150Z,36.8989983,-121.6276703,3.36,1.91,md,7,157,0.04201,0.04,nc,nc73414081,2020-06-23T05:56:50.493Z,"2km NE of Aromas, CA",earthquake,0.54,0.91,0.26,6,automatic,nc,nc
2020-06-22T21:52:49.800Z,38.1525,-117.9663,13.9,1.1,ml,12,99.3,0.019,0.17,nn,nn00751936,2020-06-22T22:05:43.894Z,"29 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-06-22T21:49:27.660Z,38.22,-117.8662,0.2,1.3,ml,13,115.97,0.016,0.22,nn,nn00751933,2020-06-22T21:53:23.294Z,"28 km SE of Mina, Nevada",earthquake,,10.8,,,automatic,nn,nn
2020-06-22T21:48:21.130Z,38.8688316,-122.8184967,2.43,1.14,md,19,132,0.01103,0.04,nc,nc73414076,2020-06-23T01:55:03.932Z,"10km WNW of Cobb, CA",earthquake,0.41,0.6,0.2,4,automatic,nc,nc
2020-06-22T21:48:00.010Z,36.869,-97.43366667,7,3.66,ml,100,100,0,0.25,ok,ok2020mfte,2020-06-23T11:54:29.531Z,"7 km N of Nardin, Oklahoma",earthquake,,0.7,0.24,39,reviewed,ok,ok
2020-06-22T21:47:08.500Z,38.1527,-118.0067,5.2,1.1,ml,13,140.74,0.036,0.06,nn,nn00751931,2020-06-22T21:50:43.485Z,"27 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-22T21:43:17.780Z,37.9246674,-121.8256683,15.71,1.86,md,11,172,0.04301,0.09,nc,nc73414071,2020-06-23T01:28:04.761Z,"9km W of Brentwood, CA",earthquake,1.34,1.73,0.17,9,automatic,nc,nc
2020-06-22T21:41:18.670Z,38.8693352,-122.8188324,2.39,1.24,md,22,136,0.01075,0.03,nc,nc73414066,2020-06-23T00:34:03.226Z,"10km WNW of Cobb, CA",earthquake,0.37,0.49,0.1,5,automatic,nc,nc
2020-06-22T21:38:10.270Z,34.072,-117.2871667,15.72,0.8,ml,13,142,0.1073,0.14,ci,ci39490752,2020-06-23T02:31:57.328Z,"2km E of Colton, CA",earthquake,0.39,0.73,0.128,10,reviewed,ci,ci
2020-06-22T21:17:00.990Z,38.1708,-117.9802,0.4,1.1,ml,10,95.38,0.028,0.03,nn,nn00751929,2020-06-22T21:48:02.236Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-22T21:13:27.860Z,40.4278336,-125.0518341,-0.34,2.72,md,18,287,0.6245,0.28,nc,nc73414061,2020-06-22T23:40:04.864Z,"66km W of Petrolia, CA",earthquake,4.17,9.79,0.17,5,automatic,nc,nc
2020-06-22T21:07:02.270Z,44.2725,-115.089,10.73,1.76,ml,11,86,0.297,0.21,mb,mb80441399,2020-06-22T23:04:48.940Z,"13 km WNW of Stanley, Idaho",earthquake,0.52,1.16,0.192,8,reviewed,mb,mb
2020-06-22T21:02:17.760Z,38.1632,-118.004,8,1.2,ml,15,140.78,0.034,0.07,nn,nn00751925,2020-06-22T21:12:03.454Z,"26 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-22T20:55:24.522Z,58.5594,-154.4248,4,0.8,ml,,,,0.36,ak,ak020803qv1i,2020-06-22T21:00:17.032Z,"100 km SSE of Kokhanok, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-06-22T20:48:56.534Z,58.2748,-153.6274,63.7,1.5,ml,,,,0.37,ak,ak020803pgra,2020-06-22T20:55:35.330Z,"48 km WNW of Aleneva, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-22T20:43:08.240Z,36.0881667,-117.8443333,3.2,0.77,ml,8,139,0.03057,0.05,ci,ci39490656,2020-06-22T20:46:44.859Z,"10km ENE of Coso Junction, CA",earthquake,0.21,0.49,0.263,9,automatic,ci,ci
2020-06-22T20:42:35.000Z,44.7388333,-110.7851667,2.07,0.11,md,7,150,0.06794,0.06,uu,uu60398092,2020-06-22T21:15:57.120Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.35,7.31,0.338,4,reviewed,uu,uu
2020-06-22T20:42:01.090Z,17.938,-66.9546,11,2.15,md,16,219,0.084,0.21,pr,pr2020174014,2020-06-22T21:07:07.750Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.69,0.44,0.39,8,reviewed,pr,pr
2020-06-22T20:34:28.440Z,48.0658333333333,-123.497,-0.2869,1.32,ml,11,93,0.007569,0.31,uw,uw61645681,2020-06-22T20:44:35.500Z,"7 km SW of Port Angeles, Washington",quarry blast,1.26,0.72,0.135791750532567,5,reviewed,uw,uw
2020-06-22T20:20:08.060Z,38.8071671,-122.8219986,3.24,0.88,md,12,76,0.005861,0.02,nc,nc73414041,2020-06-22T20:34:03.747Z,"7km WNW of The Geysers, CA",earthquake,0.4,0.98,,1,automatic,nc,nc
2020-06-22T20:18:25.170Z,38.1748,-117.8957,7,0.7,ml,10,84.11,0.014,0.03,nn,nn00751919,2020-06-22T20:26:42.726Z,"30 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-22T20:14:43.855Z,66.2177,-157.1828,2.2,0.9,ml,,,,0.64,ak,ak020803i5cd,2020-06-22T20:24:29.217Z,"67 km NNW of Huslia, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-22T20:08:55.270Z,36.35733333,-97.363,7.74,1.15,ml,39,65,0.142172101,0.25,ok,ok2020mfpx,2020-06-22T20:19:19.569Z,"10 km NW of Perry, Oklahoma",earthquake,,0.9,0.27,15,reviewed,ok,ok
2020-06-22T20:03:54.860Z,38.1513,-117.9663,9.9,0.7,ml,10,109.87,0.015,0.02,nn,nn00751918,2020-06-22T20:08:21.774Z,"29 km SSE of Mina, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-06-22T20:03:38.131Z,58.1909,-155.367,3.7,-0.1,ml,,,,0.06,ak,ak020803frb3,2020-06-22T20:22:47.886Z,"87 km NW of Karluk, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2020-06-22T20:01:51.980Z,33.1926667,-115.604,3.17,1.65,ml,24,43,0.01825,0.24,ci,ci39490584,2020-06-22T20:05:37.488Z,"10km WSW of Niland, CA",earthquake,0.38,0.43,0.226,27,automatic,ci,ci
2020-06-22T19:59:04.560Z,35.0526667,-118.3408333,0.35,1.38,ml,21,61,0.06193,0.29,ci,ci39490576,2020-06-22T20:10:22.180Z,"13km SE of Tehachapi, CA",earthquake,0.64,31.61,0.172,32,automatic,ci,ci
2020-06-22T19:57:19.000Z,36.693,-97.684,5,2.87,ml,92,49,0,0.26,ok,ok2020mfpn,2020-06-23T03:59:49.573Z,"10 km ESE of Jefferson, Oklahoma",earthquake,,0.6,0.24,39,reviewed,ok,ok
2020-06-22T19:52:28.030Z,38.2012,-117.7442,2.1,1.1,ml,10,108.13,0.035,0.21,nn,nn00751916,2020-06-22T20:05:43.921Z,"38 km ESE of Mina, Nevada",earthquake,,4,,,automatic,nn,nn
2020-06-22T19:46:27.420Z,34.25233333,-96.30983333,17.95,1.68,ml,30,211,0.4391138309,0.54,ok,ok2020mfpe,2020-06-22T19:53:52.147Z,"9 km WNW of Caney, Oklahoma",earthquake,,5.2,0.15,12,reviewed,ok,ok
2020-06-22T19:46:14.940Z,38.1847,-117.9052,9,1.3,ml,12,78.79,0.03,0.03,nn,nn00751911,2020-06-22T19:53:44.935Z,"28 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-22T19:40:57.070Z,35.6413333,-117.5726667,4.86,1.3,ml,17,128,0.1535,0.16,ci,ci39490560,2020-06-22T19:44:43.345Z,"10km ENE of Ridgecrest, CA",earthquake,0.3,1.01,0.128,19,automatic,ci,ci
